id_origin,id_destination,journeys,people
col_0_81_275_santiblanko,col_0_81_325_santiblanko,5,5
col_0_81_275_santiblanko,col_0_85_406_santiblanko,5,5
col_0_81_275_santiblanko,col_0_85_453_santiblanko,1,1
col_0_81_275_santiblanko,col_0_85_493_santiblanko,6,6
col_0_81_275_santiblanko,col_0_85_555_santiblanko,3,3
col_0_81_275_santiblanko,col_0_25_609_santiblanko,3,3
col_0_81_275_santiblanko,col_0_95_924_santiblanko,1,1
col_0_15_279_santiblanko,col_0_81_275_santiblanko,6,6
col_0_15_279_santiblanko,col_0_15_279_santiblanko,34,34
col_0_05_282_santiblanko,col_0_05_168_santiblanko,2,2
col_0_05_282_santiblanko,col_0_05_181_santiblanko,4,4
col_0_05_282_santiblanko,col_0_05_205_santiblanko,5,5
col_0_05_282_santiblanko,col_0_05_215_santiblanko,2,2
col_0_05_282_santiblanko,col_0_05_222_santiblanko,7,7
col_0_05_282_santiblanko,col_0_05_265_santiblanko,3,3
col_0_05_282_santiblanko,col_0_05_282_santiblanko,81,74
col_0_05_282_santiblanko,col_0_05_291_santiblanko,5,5
col_0_05_282_santiblanko,col_0_68_313_santiblanko,4,4
col_0_05_282_santiblanko,col_0_05_331_santiblanko,5,5
col_0_05_282_santiblanko,col_0_05_334_santiblanko,3,3
col_0_05_282_santiblanko,col_0_05_337_santiblanko,4,4
col_0_05_282_santiblanko,col_0_05_358_santiblanko,5,5
col_0_05_282_santiblanko,col_0_05_372_santiblanko,9,9
col_0_05_282_santiblanko,col_0_05_381_santiblanko,9,9
col_0_05_282_santiblanko,col_0_05_412_santiblanko,7,7
col_0_05_282_santiblanko,col_0_05_414_santiblanko,5,5
col_0_05_282_santiblanko,col_0_05_415_santiblanko,5,5
col_0_05_282_santiblanko,col_0_05_423_santiblanko,4,4
col_0_05_282_santiblanko,col_0_05_425_santiblanko,5,5
col_0_05_282_santiblanko,col_0_17_514_santiblanko,3,3
col_0_05_282_santiblanko,col_0_25_585_santiblanko,1,1
col_0_05_282_santiblanko,col_0_27_1121_santiblanko,1,1
col_0_05_282_santiblanko,col_0_05_1122_santiblanko,6,6
col_0_68_283_santiblanko,col_0_54_220_santiblanko,3,3
col_0_68_283_santiblanko,col_0_54_229_santiblanko,5,5
col_0_68_283_santiblanko,col_0_54_234_santiblanko,2,2
col_0_68_283_santiblanko,col_0_54_244_santiblanko,7,7
col_0_68_283_santiblanko,col_0_54_253_santiblanko,2,2
col_0_68_283_santiblanko,col_0_68_261_santiblanko,6,6
col_0_68_283_santiblanko,col_0_68_270_santiblanko,6,6
col_0_68_283_santiblanko,col_0_68_283_santiblanko,38,37
col_0_68_283_santiblanko,col_0_68_316_santiblanko,4,4
col_0_68_283_santiblanko,col_0_68_322_santiblanko,3,3
col_0_68_283_santiblanko,col_0_68_326_santiblanko,3,3
col_0_68_283_santiblanko,col_0_15_356_santiblanko,1,1
col_0_68_283_santiblanko,col_0_15_370_santiblanko,5,5
col_0_68_283_santiblanko,col_0_15_479_santiblanko,4,4
col_0_68_284_santiblanko,col_0_68_248_santiblanko,2,2
col_0_68_284_santiblanko,col_0_68_256_santiblanko,6,6
col_0_68_284_santiblanko,col_0_68_258_santiblanko,4,4
col_0_68_284_santiblanko,col_0_68_261_santiblanko,9,9
col_0_68_284_santiblanko,col_0_68_262_santiblanko,5,5
col_0_68_284_santiblanko,col_0_68_267_santiblanko,9,9
col_0_68_284_santiblanko,col_0_68_268_santiblanko,12,11
col_0_68_284_santiblanko,col_0_68_269_santiblanko,7,7
col_0_68_284_santiblanko,col_0_68_270_santiblanko,6,6
col_0_68_284_santiblanko,col_0_68_273_santiblanko,6,6
col_0_68_284_santiblanko,col_0_68_284_santiblanko,45,43
col_0_68_284_santiblanko,col_0_68_290_santiblanko,2,2
col_0_68_284_santiblanko,col_0_68_295_santiblanko,8,8
col_0_68_284_santiblanko,col_0_68_305_santiblanko,5,5
col_0_68_284_santiblanko,col_0_68_314_santiblanko,5,5
col_0_68_284_santiblanko,col_0_68_321_santiblanko,8,8
col_0_68_284_santiblanko,col_0_68_328_santiblanko,7,7
col_0_68_284_santiblanko,col_0_68_333_santiblanko,5,5
col_0_68_284_santiblanko,col_0_68_353_santiblanko,7,7
col_0_68_284_santiblanko,col_0_68_362_santiblanko,5,5
col_0_68_284_santiblanko,col_0_68_374_santiblanko,3,3
col_0_68_284_santiblanko,col_0_68_386_santiblanko,3,3
col_0_68_284_santiblanko,col_0_68_437_santiblanko,5,5
col_0_68_284_santiblanko,col_0_15_517_santiblanko,1,1
col_0_68_284_santiblanko,col_0_11_726_santiblanko,6,6
col_0_05_286_santiblanko,col_0_05_239_santiblanko,4,4
col_0_05_286_santiblanko,col_0_05_257_santiblanko,5,5
col_0_05_286_santiblanko,col_0_05_286_santiblanko,47,47
col_0_05_286_santiblanko,col_0_05_304_santiblanko,4,4
col_0_05_286_santiblanko,col_0_05_310_santiblanko,9,9
col_0_05_286_santiblanko,col_0_05_334_santiblanko,7,7
col_0_05_286_santiblanko,col_0_05_341_santiblanko,3,3
col_0_05_286_santiblanko,col_0_05_355_santiblanko,3,3
col_0_05_286_santiblanko,col_0_05_371_santiblanko,6,6
col_0_05_286_santiblanko,col_0_05_372_santiblanko,8,8
col_0_05_286_santiblanko,col_0_05_381_santiblanko,10,10
col_0_05_286_santiblanko,col_0_05_424_santiblanko,3,3
col_0_68_289_santiblanko,col_0_47_9_santiblanko,1,1
col_0_68_289_santiblanko,col_0_47_12_santiblanko,3,3
col_0_68_289_santiblanko,col_0_20_112_santiblanko,5,5
col_0_68_289_santiblanko,col_0_47_115_santiblanko,2,2
col_0_68_289_santiblanko,col_0_20_161_santiblanko,2,2
col_0_68_289_santiblanko,col_0_20_173_santiblanko,5,5
col_0_68_289_santiblanko,col_0_68_201_santiblanko,3,3
col_0_68_289_santiblanko,col_0_68_228_santiblanko,6,6
col_0_68_289_santiblanko,col_0_68_248_santiblanko,4,4
col_0_68_289_santiblanko,col_0_54_253_santiblanko,4,4
col_0_68_289_santiblanko,col_0_05_255_santiblanko,1,1
col_0_68_289_santiblanko,col_0_68_256_santiblanko,3,3
col_0_68_289_santiblanko,col_0_68_261_santiblanko,5,5
col_0_68_289_santiblanko,col_0_68_262_santiblanko,7,7
col_0_68_289_santiblanko,col_0_68_267_santiblanko,8,8
col_0_68_289_santiblanko,col_0_68_268_santiblanko,4,4
col_0_68_289_santiblanko,col_0_68_270_santiblanko,6,6
col_0_68_289_santiblanko,col_0_68_289_santiblanko,42,39
col_0_68_289_santiblanko,col_0_68_297_santiblanko,12,12
col_0_68_289_santiblanko,col_0_68_299_santiblanko,2,2
col_0_68_289_santiblanko,col_0_05_304_santiblanko,3,3
col_0_68_289_santiblanko,col_0_68_305_santiblanko,3,3
col_0_68_289_santiblanko,col_0_68_313_santiblanko,4,4
col_0_68_289_santiblanko,col_0_68_314_santiblanko,4,4
col_0_68_289_santiblanko,col_0_05_317_santiblanko,1,1
col_0_68_289_santiblanko,col_0_68_321_santiblanko,5,5
col_0_68_289_santiblanko,col_0_68_328_santiblanko,2,2
col_0_68_289_santiblanko,col_0_68_333_santiblanko,3,3
col_0_68_289_santiblanko,col_0_68_335_santiblanko,2,2
col_0_68_289_santiblanko,col_0_05_341_santiblanko,3,3
col_0_68_289_santiblanko,col_0_68_352_santiblanko,5,5
col_0_68_289_santiblanko,col_0_68_353_santiblanko,5,5
col_0_68_289_santiblanko,col_0_05_355_santiblanko,1,1
col_0_68_289_santiblanko,col_0_68_362_santiblanko,3,3
col_0_68_289_santiblanko,col_0_05_372_santiblanko,5,5
col_0_68_289_santiblanko,col_0_68_374_santiblanko,5,5
col_0_68_289_santiblanko,col_0_05_381_santiblanko,3,3
col_0_68_289_santiblanko,col_0_68_386_santiblanko,4,4
col_0_68_289_santiblanko,col_0_68_392_santiblanko,1,1
col_0_68_289_santiblanko,col_0_68_397_santiblanko,5,5
col_0_68_289_santiblanko,col_0_15_405_santiblanko,4,4
col_0_68_289_santiblanko,col_0_05_409_santiblanko,3,3
col_0_68_289_santiblanko,col_0_68_420_santiblanko,6,6
col_0_68_289_santiblanko,col_0_05_452_santiblanko,1,1
col_0_68_289_santiblanko,col_0_15_463_santiblanko,2,2
col_0_68_289_santiblanko,col_0_15_464_santiblanko,4,4
col_0_68_289_santiblanko,col_0_15_471_santiblanko,2,2
col_0_68_289_santiblanko,col_0_25_503_santiblanko,3,3
col_0_68_289_santiblanko,col_0_15_517_santiblanko,1,1
col_0_68_289_santiblanko,col_0_15_537_santiblanko,5,5
col_0_68_289_santiblanko,col_0_85_555_santiblanko,6,6
col_0_68_289_santiblanko,col_0_25_556_santiblanko,4,4
col_0_68_289_santiblanko,col_0_25_571_santiblanko,1,1
col_0_68_289_santiblanko,col_0_25_609_santiblanko,5,5
col_0_68_289_santiblanko,col_0_73_613_santiblanko,5,5
col_0_68_289_santiblanko,col_0_25_663_santiblanko,4,4
col_0_68_289_santiblanko,col_0_25_665_santiblanko,3,3
col_0_68_289_santiblanko,col_0_25_680_santiblanko,3,3
col_0_68_289_santiblanko,col_0_25_681_santiblanko,1,1
col_0_68_289_santiblanko,col_0_11_726_santiblanko,8,8
col_0_68_289_santiblanko,col_0_25_746_santiblanko,6,6
col_0_68_289_santiblanko,col_0_73_759_santiblanko,1,1
col_0_68_289_santiblanko,col_0_73_773_santiblanko,5,5
col_0_68_289_santiblanko,col_0_25_798_santiblanko,2,2
col_0_68_289_santiblanko,col_0_41_901_santiblanko,5,5
col_0_68_290_santiblanko,col_0_68_248_santiblanko,2,2
col_0_68_290_santiblanko,col_0_68_256_santiblanko,4,4
col_0_68_290_santiblanko,col_0_68_261_santiblanko,10,10
col_0_68_290_santiblanko,col_0_68_268_santiblanko,8,8
col_0_68_290_santiblanko,col_0_68_270_santiblanko,12,11
col_0_68_290_santiblanko,col_0_68_290_santiblanko,42,39
col_0_68_290_santiblanko,col_0_68_295_santiblanko,3,3
col_0_68_290_santiblanko,col_0_68_305_santiblanko,4,4
col_0_68_290_santiblanko,col_0_68_316_santiblanko,2,2
col_0_68_290_santiblanko,col_0_68_322_santiblanko,7,7
col_0_68_290_santiblanko,col_0_68_326_santiblanko,3,3
col_0_68_290_santiblanko,col_0_68_335_santiblanko,2,2
col_0_68_290_santiblanko,col_0_68_349_santiblanko,2,2
col_0_05_291_santiblanko,col_0_05_205_santiblanko,5,5
col_0_05_291_santiblanko,col_0_05_265_santiblanko,5,5
col_0_05_291_santiblanko,col_0_05_282_santiblanko,8,8
col_0_05_291_santiblanko,col_0_05_291_santiblanko,71,67
col_0_05_291_santiblanko,col_0_68_313_santiblanko,2,2
col_0_05_291_santiblanko,col_0_05_331_santiblanko,5,5
col_0_05_291_santiblanko,col_0_05_337_santiblanko,4,4
col_0_05_291_santiblanko,col_0_05_372_santiblanko,11,10
col_0_05_291_santiblanko,col_0_05_381_santiblanko,9,9
col_0_05_291_santiblanko,col_0_05_394_santiblanko,2,2
col_0_05_291_santiblanko,col_0_05_414_santiblanko,6,6
col_0_05_291_santiblanko,col_0_05_441_santiblanko,1,1
col_0_05_291_santiblanko,col_0_05_445_santiblanko,3,3
col_0_05_293_santiblanko,col_0_05_246_santiblanko,6,6
col_0_05_293_santiblanko,col_0_05_254_santiblanko,6,6
col_0_05_293_santiblanko,col_0_05_259_santiblanko,8,8
col_0_05_293_santiblanko,col_0_05_293_santiblanko,65,61
col_0_05_293_santiblanko,col_0_05_303_santiblanko,6,6
col_0_05_293_santiblanko,col_0_05_304_santiblanko,9,9
col_0_05_293_santiblanko,col_0_05_317_santiblanko,7,7
col_0_05_293_santiblanko,col_0_05_345_santiblanko,8,8
col_0_05_293_santiblanko,col_0_05_355_santiblanko,9,9
col_0_05_293_santiblanko,col_0_05_371_santiblanko,4,4
col_0_05_293_santiblanko,col_0_05_372_santiblanko,8,8
col_0_05_293_santiblanko,col_0_05_381_santiblanko,11,11
col_0_05_293_santiblanko,col_0_05_412_santiblanko,2,2
col_0_68_295_santiblanko,col_0_20_62_santiblanko,3,3
col_0_68_295_santiblanko,col_0_20_78_santiblanko,3,3
col_0_68_295_santiblanko,col_0_54_183_santiblanko,7,7
col_0_68_295_santiblanko,col_0_20_191_santiblanko,1,1
col_0_68_295_santiblanko,col_0_20_203_santiblanko,2,2
col_0_68_295_santiblanko,col_0_20_207_santiblanko,6,6
col_0_68_295_santiblanko,col_0_54_218_santiblanko,3,3
col_0_68_295_santiblanko,col_0_68_248_santiblanko,4,4
col_0_68_295_santiblanko,col_0_54_253_santiblanko,5,5
col_0_68_295_santiblanko,col_0_68_256_santiblanko,9,9
col_0_68_295_santiblanko,col_0_68_258_santiblanko,7,7
col_0_68_295_santiblanko,col_0_68_261_santiblanko,14,14
col_0_68_295_santiblanko,col_0_68_262_santiblanko,8,8
col_0_68_295_santiblanko,col_0_68_268_santiblanko,10,10
col_0_68_295_santiblanko,col_0_68_269_santiblanko,6,6
col_0_68_295_santiblanko,col_0_68_270_santiblanko,9,9
col_0_68_295_santiblanko,col_0_68_273_santiblanko,3,3
col_0_68_295_santiblanko,col_0_68_284_santiblanko,8,8
col_0_68_295_santiblanko,col_0_68_295_santiblanko,49,46
col_0_68_295_santiblanko,col_0_68_305_santiblanko,7,7
col_0_68_295_santiblanko,col_0_68_314_santiblanko,6,6
col_0_68_295_santiblanko,col_0_68_321_santiblanko,3,3
col_0_68_295_santiblanko,col_0_68_328_santiblanko,3,3
col_0_68_295_santiblanko,col_0_68_333_santiblanko,6,6
col_0_68_295_santiblanko,col_0_68_349_santiblanko,1,1
col_0_68_295_santiblanko,col_0_68_353_santiblanko,6,6
col_0_68_295_santiblanko,col_0_68_362_santiblanko,1,1
col_0_68_295_santiblanko,col_0_68_374_santiblanko,5,5
col_0_68_295_santiblanko,col_0_68_386_santiblanko,1,1
col_0_68_295_santiblanko,col_0_68_392_santiblanko,4,4
col_0_68_295_santiblanko,col_0_68_420_santiblanko,4,4
col_0_68_295_santiblanko,col_0_15_463_santiblanko,4,4
col_0_68_295_santiblanko,col_0_15_464_santiblanko,3,3
col_0_68_295_santiblanko,col_0_15_471_santiblanko,4,4
col_0_68_295_santiblanko,col_0_68_475_santiblanko,2,2
col_0_68_295_santiblanko,col_0_15_517_santiblanko,5,5
col_0_68_295_santiblanko,col_0_15_535_santiblanko,5,5
col_0_68_295_santiblanko,col_0_85_555_santiblanko,4,4
col_0_68_295_santiblanko,col_0_11_726_santiblanko,8,8
col_0_68_297_santiblanko,col_0_68_201_santiblanko,7,7
col_0_68_297_santiblanko,col_0_68_248_santiblanko,4,4
col_0_68_297_santiblanko,col_0_68_256_santiblanko,6,6
col_0_68_297_santiblanko,col_0_68_261_santiblanko,9,9
col_0_68_297_santiblanko,col_0_68_262_santiblanko,11,11
col_0_68_297_santiblanko,col_0_68_267_santiblanko,7,7
col_0_68_297_santiblanko,col_0_68_268_santiblanko,7,7
col_0_68_297_santiblanko,col_0_68_270_santiblanko,4,4
col_0_68_297_santiblanko,col_0_68_289_santiblanko,11,10
col_0_68_297_santiblanko,col_0_68_297_santiblanko,77,76
col_0_68_297_santiblanko,col_0_68_299_santiblanko,5,5
col_0_68_297_santiblanko,col_0_68_313_santiblanko,7,7
col_0_05_298_santiblanko,col_0_08_13_santiblanko,1,1
col_0_05_298_santiblanko,col_0_08_22_santiblanko,4,4
col_0_05_298_santiblanko,col_0_08_23_santiblanko,3,3
col_0_05_298_santiblanko,col_0_13_68_santiblanko,4,4
col_0_05_298_santiblanko,col_0_70_93_santiblanko,1,1
col_0_05_298_santiblanko,col_0_70_100_santiblanko,2,2
col_0_05_298_santiblanko,col_0_23_106_santiblanko,2,2
col_0_05_298_santiblanko,col_0_70_107_santiblanko,2,2
col_0_05_298_santiblanko,col_0_23_141_santiblanko,5,5
col_0_05_298_santiblanko,col_0_23_143_santiblanko,5,5
col_0_05_298_santiblanko,col_0_23_149_santiblanko,4,4
col_0_05_298_santiblanko,col_0_23_171_santiblanko,3,3
col_0_05_298_santiblanko,col_0_23_188_santiblanko,5,5
col_0_05_298_santiblanko,col_0_23_197_santiblanko,6,6
col_0_05_298_santiblanko,col_0_23_200_santiblanko,4,4
col_0_05_298_santiblanko,col_0_05_206_santiblanko,7,7
col_0_05_298_santiblanko,col_0_05_210_santiblanko,3,3
col_0_05_298_santiblanko,col_0_05_223_santiblanko,5,5
col_0_05_298_santiblanko,col_0_05_246_santiblanko,6,6
col_0_05_298_santiblanko,col_0_05_247_santiblanko,3,3
col_0_05_298_santiblanko,col_0_05_259_santiblanko,10,10
col_0_05_298_santiblanko,col_0_05_263_santiblanko,2,2
col_0_05_298_santiblanko,col_0_05_293_santiblanko,9,9
col_0_05_298_santiblanko,col_0_05_298_santiblanko,113,110
col_0_05_298_santiblanko,col_0_05_303_santiblanko,5,5
col_0_05_298_santiblanko,col_0_05_304_santiblanko,5,5
col_0_05_298_santiblanko,col_0_05_327_santiblanko,6,6
col_0_05_298_santiblanko,col_0_05_344_santiblanko,13,12
col_0_05_298_santiblanko,col_0_05_345_santiblanko,7,7
col_0_05_298_santiblanko,col_0_05_355_santiblanko,7,7
col_0_05_298_santiblanko,col_0_05_357_santiblanko,9,9
col_0_05_298_santiblanko,col_0_05_368_santiblanko,7,7
col_0_05_298_santiblanko,col_0_05_369_santiblanko,10,10
col_0_05_298_santiblanko,col_0_05_371_santiblanko,12,11
col_0_05_298_santiblanko,col_0_05_372_santiblanko,18,17
col_0_05_298_santiblanko,col_0_05_376_santiblanko,6,6
col_0_05_298_santiblanko,col_0_05_381_santiblanko,19,19
col_0_05_298_santiblanko,col_0_05_394_santiblanko,12,11
col_0_05_298_santiblanko,col_0_15_405_santiblanko,3,3
col_0_05_298_santiblanko,col_0_05_409_santiblanko,6,6
col_0_05_298_santiblanko,col_0_05_412_santiblanko,5,5
col_0_05_298_santiblanko,col_0_05_414_santiblanko,8,8
col_0_05_298_santiblanko,col_0_05_415_santiblanko,8,8
col_0_05_298_santiblanko,col_0_05_424_santiblanko,8,8
col_0_05_298_santiblanko,col_0_05_431_santiblanko,2,2
col_0_05_298_santiblanko,col_0_05_433_santiblanko,4,4
col_0_05_298_santiblanko,col_0_05_438_santiblanko,4,4
col_0_05_298_santiblanko,col_0_05_448_santiblanko,2,2
col_0_05_298_santiblanko,col_0_05_459_santiblanko,5,5
col_0_05_298_santiblanko,col_0_05_465_santiblanko,5,5
col_0_05_298_santiblanko,col_0_05_489_santiblanko,6,6
col_0_05_298_santiblanko,col_0_17_514_santiblanko,3,3
col_0_05_298_santiblanko,col_0_17_580_santiblanko,6,6
col_0_05_298_santiblanko,col_0_17_643_santiblanko,8,8
col_0_05_298_santiblanko,col_0_73_759_santiblanko,3,3
col_0_68_299_santiblanko,col_0_20_25_santiblanko,3,3
col_0_68_299_santiblanko,col_0_13_40_santiblanko,1,1
col_0_68_299_santiblanko,col_0_20_56_santiblanko,4,4
col_0_68_299_santiblanko,col_0_20_78_santiblanko,1,1
col_0_68_299_santiblanko,col_0_20_173_santiblanko,5,5
col_0_68_299_santiblanko,col_0_68_225_santiblanko,5,5
col_0_68_299_santiblanko,col_0_68_228_santiblanko,1,1
col_0_68_299_santiblanko,col_0_68_248_santiblanko,4,4
col_0_68_299_santiblanko,col_0_05_255_santiblanko,5,5
col_0_68_299_santiblanko,col_0_68_256_santiblanko,2,2
col_0_68_299_santiblanko,col_0_68_258_santiblanko,3,3
col_0_68_299_santiblanko,col_0_68_261_santiblanko,5,5
col_0_68_299_santiblanko,col_0_68_262_santiblanko,8,8
col_0_68_299_santiblanko,col_0_68_267_santiblanko,3,3
col_0_68_299_santiblanko,col_0_68_268_santiblanko,6,6
col_0_68_299_santiblanko,col_0_68_270_santiblanko,5,5
col_0_68_299_santiblanko,col_0_68_289_santiblanko,6,6
col_0_68_299_santiblanko,col_0_68_297_santiblanko,2,2
col_0_68_299_santiblanko,col_0_68_299_santiblanko,42,40
col_0_68_299_santiblanko,col_0_05_304_santiblanko,4,4
col_0_68_299_santiblanko,col_0_68_313_santiblanko,5,5
col_0_68_299_santiblanko,col_0_05_317_santiblanko,4,4
col_0_68_299_santiblanko,col_0_05_334_santiblanko,2,2
col_0_68_299_santiblanko,col_0_68_352_santiblanko,4,4
col_0_68_299_santiblanko,col_0_05_381_santiblanko,8,8
col_0_68_299_santiblanko,col_0_15_405_santiblanko,2,2
col_0_68_299_santiblanko,col_0_05_452_santiblanko,2,2
col_0_68_299_santiblanko,col_0_25_503_santiblanko,5,5
col_0_68_299_santiblanko,col_0_25_585_santiblanko,4,4
col_0_68_299_santiblanko,col_0_73_641_santiblanko,2,2
col_0_68_299_santiblanko,col_0_25_680_santiblanko,1,1
col_0_68_299_santiblanko,col_0_11_726_santiblanko,5,5
col_0_81_300_santiblanko,col_0_54_241_santiblanko,4,4
col_0_81_300_santiblanko,col_0_81_275_santiblanko,6,6
col_0_81_300_santiblanko,col_0_81_300_santiblanko,98,94
col_0_81_300_santiblanko,col_0_81_325_santiblanko,12,11
col_0_81_300_santiblanko,col_0_85_406_santiblanko,2,2
col_0_81_300_santiblanko,col_0_85_598_santiblanko,2,2
col_0_81_300_santiblanko,col_0_25_630_santiblanko,3,3
col_0_15_302_santiblanko,col_0_15_302_santiblanko,45,43
col_0_15_302_santiblanko,col_0_15_319_santiblanko,5,5
col_0_15_302_santiblanko,col_0_68_322_santiblanko,6,6
col_0_15_302_santiblanko,col_0_68_326_santiblanko,4,4
col_0_15_302_santiblanko,col_0_68_335_santiblanko,2,2
col_0_15_302_santiblanko,col_0_68_340_santiblanko,4,4
col_0_15_302_santiblanko,col_0_15_356_santiblanko,7,7
col_0_15_302_santiblanko,col_0_15_363_santiblanko,4,4
col_0_15_302_santiblanko,col_0_15_370_santiblanko,3,3
col_0_15_302_santiblanko,col_0_15_537_santiblanko,5,5
col_0_05_303_santiblanko,col_0_05_239_santiblanko,2,2
col_0_05_303_santiblanko,col_0_05_259_santiblanko,8,8
col_0_05_303_santiblanko,col_0_05_293_santiblanko,7,7
col_0_05_303_santiblanko,col_0_05_303_santiblanko,24,24
col_0_05_303_santiblanko,col_0_05_304_santiblanko,1,1
col_0_05_303_santiblanko,col_0_05_355_santiblanko,4,4
col_0_05_303_santiblanko,col_0_05_372_santiblanko,6,6
col_0_05_303_santiblanko,col_0_05_381_santiblanko,8,8
col_0_05_303_santiblanko,col_0_05_409_santiblanko,3,3
col_0_05_304_santiblanko,col_0_20_56_santiblanko,5,5
col_0_05_304_santiblanko,col_0_20_173_santiblanko,2,2
col_0_05_304_santiblanko,col_0_54_184_santiblanko,5,5
col_0_05_304_santiblanko,col_0_20_191_santiblanko,4,4
col_0_05_304_santiblanko,col_0_23_197_santiblanko,6,6
col_0_05_304_santiblanko,col_0_68_201_santiblanko,4,4
col_0_05_304_santiblanko,col_0_68_228_santiblanko,3,3
col_0_05_304_santiblanko,col_0_05_239_santiblanko,3,3
col_0_05_304_santiblanko,col_0_68_248_santiblanko,4,4
col_0_05_304_santiblanko,col_0_05_254_santiblanko,3,3
col_0_05_304_santiblanko,col_0_05_255_santiblanko,4,4
col_0_05_304_santiblanko,col_0_68_256_santiblanko,5,5
col_0_05_304_santiblanko,col_0_05_257_santiblanko,5,5
col_0_05_304_santiblanko,col_0_68_258_santiblanko,4,4
col_0_05_304_santiblanko,col_0_05_259_santiblanko,6,6
col_0_05_304_santiblanko,col_0_68_261_santiblanko,3,3
col_0_05_304_santiblanko,col_0_68_262_santiblanko,2,2
col_0_05_304_santiblanko,col_0_68_268_santiblanko,5,5
col_0_05_304_santiblanko,col_0_05_286_santiblanko,6,6
col_0_05_304_santiblanko,col_0_05_293_santiblanko,8,8
col_0_05_304_santiblanko,col_0_05_298_santiblanko,8,8
col_0_05_304_santiblanko,col_0_68_299_santiblanko,5,5
col_0_05_304_santiblanko,col_0_05_303_santiblanko,1,1
col_0_05_304_santiblanko,col_0_05_304_santiblanko,89,83
col_0_05_304_santiblanko,col_0_05_310_santiblanko,8,8
col_0_05_304_santiblanko,col_0_68_313_santiblanko,7,7
col_0_05_304_santiblanko,col_0_05_317_santiblanko,5,5
col_0_05_304_santiblanko,col_0_05_334_santiblanko,4,4
col_0_05_304_santiblanko,col_0_05_341_santiblanko,7,7
col_0_05_304_santiblanko,col_0_05_344_santiblanko,7,7
col_0_05_304_santiblanko,col_0_05_345_santiblanko,5,5
col_0_05_304_santiblanko,col_0_05_350_santiblanko,11,10
col_0_05_304_santiblanko,col_0_05_355_santiblanko,7,7
col_0_05_304_santiblanko,col_0_05_367_santiblanko,2,2
col_0_05_304_santiblanko,col_0_05_369_santiblanko,4,4
col_0_05_304_santiblanko,col_0_05_371_santiblanko,7,7
col_0_05_304_santiblanko,col_0_05_372_santiblanko,9,9
col_0_05_304_santiblanko,col_0_05_378_santiblanko,3,3
col_0_05_304_santiblanko,col_0_05_381_santiblanko,13,13
col_0_05_304_santiblanko,col_0_05_394_santiblanko,7,7
col_0_05_304_santiblanko,col_0_15_405_santiblanko,3,3
col_0_05_304_santiblanko,col_0_05_409_santiblanko,7,7
col_0_05_304_santiblanko,col_0_05_412_santiblanko,4,4
col_0_05_304_santiblanko,col_0_05_414_santiblanko,7,7
col_0_05_304_santiblanko,col_0_05_415_santiblanko,8,8
col_0_05_304_santiblanko,col_0_05_424_santiblanko,7,7
col_0_05_304_santiblanko,col_0_05_433_santiblanko,5,5
col_0_05_304_santiblanko,col_0_05_448_santiblanko,2,2
col_0_05_304_santiblanko,col_0_05_476_santiblanko,6,6
col_0_05_304_santiblanko,col_0_17_674_santiblanko,3,3
col_0_68_305_santiblanko,col_0_20_78_santiblanko,4,4
col_0_68_305_santiblanko,col_0_20_203_santiblanko,5,5
col_0_68_305_santiblanko,col_0_54_217_santiblanko,3,3
col_0_68_305_santiblanko,col_0_68_225_santiblanko,1,1
col_0_68_305_santiblanko,col_0_68_228_santiblanko,2,2
col_0_68_305_santiblanko,col_0_68_233_santiblanko,4,4
col_0_68_305_santiblanko,col_0_54_244_santiblanko,3,3
col_0_68_305_santiblanko,col_0_68_248_santiblanko,6,6
col_0_68_305_santiblanko,col_0_54_253_santiblanko,5,5
col_0_68_305_santiblanko,col_0_68_256_santiblanko,7,7
col_0_68_305_santiblanko,col_0_68_258_santiblanko,3,3
col_0_68_305_santiblanko,col_0_68_261_santiblanko,9,9
col_0_68_305_santiblanko,col_0_68_262_santiblanko,6,6
col_0_68_305_santiblanko,col_0_68_267_santiblanko,4,4
col_0_68_305_santiblanko,col_0_68_268_santiblanko,8,8
col_0_68_305_santiblanko,col_0_68_269_santiblanko,3,3
col_0_68_305_santiblanko,col_0_68_270_santiblanko,9,9
col_0_68_305_santiblanko,col_0_68_273_santiblanko,6,6
col_0_68_305_santiblanko,col_0_68_284_santiblanko,6,6
col_0_68_305_santiblanko,col_0_68_289_santiblanko,3,3
col_0_68_305_santiblanko,col_0_68_290_santiblanko,3,3
col_0_68_305_santiblanko,col_0_68_295_santiblanko,5,5
col_0_68_305_santiblanko,col_0_68_305_santiblanko,37,35
col_0_68_305_santiblanko,col_0_68_313_santiblanko,4,4
col_0_68_305_santiblanko,col_0_68_314_santiblanko,3,3
col_0_68_305_santiblanko,col_0_68_321_santiblanko,5,5
col_0_68_305_santiblanko,col_0_68_326_santiblanko,2,2
col_0_68_305_santiblanko,col_0_68_328_santiblanko,6,6
col_0_68_305_santiblanko,col_0_68_333_santiblanko,8,8
col_0_68_305_santiblanko,col_0_68_335_santiblanko,5,5
col_0_68_305_santiblanko,col_0_68_349_santiblanko,5,5
col_0_68_305_santiblanko,col_0_68_353_santiblanko,4,4
col_0_68_305_santiblanko,col_0_15_356_santiblanko,1,1
col_0_68_305_santiblanko,col_0_68_359_santiblanko,3,3
